Product ID,Open Comments,Product code,Supplier,Buyer Company,Status,Product Images,Product Name,Products Category & Family,Unit Wholesale Price (latest),Private- label Images,Request,Gross Weight,Units per carton,HS/ Tariff Code,MOQ (units),Product's Max temperature,# of Cartons (20ft),# of Cartons (40ft),Kosher?,# of Pallets (20ft),# of Pallets in (40ft),Link to Sampling Request,Buyer's Product code/ EAN,Total units (40ft.),Total units (20ft.),Unit of Measure,Net Weight,Supplier Country,Shelf Life (Days),Product's Min. temperature,Link to Proposal Line Items,Price Book,Product Title Field,Closest/ Prefered SeaPort,Currency for price,Incoterms (Price Base),Payment Terms,Price for Carton (wholesale),Supplier Product Code,Supplier's Description & Products,Unit Wholesale Price (Initial),Buyer's Product code/ EAN - old,First Created,Incoterms,Last Updated,Link to Proposals & Samples,Product Stage,Supplier's Website
"000233 - Organic frozen whole beans, Harduf 800 grams [GreenYard, Belgium][Harduf - All Organics]",0,000233,"GreenYard, Belgium",Harduf - All Organics,Proposal stage,,"Organic frozen whole beans, Harduf 800 grams",,,53d161ab94ea211dd553abf1a32c33f6.jpg,"Organic frozen vegetables , Harduf - All Organics",800,12,,,-10,,,Yes - has Certificate,,,,7290013994783,0,0,gr.,800,Belgium,,-10,"000233 - Organic frozen whole beans, Harduf 800 grams [GreenYard, Belgium][Harduf - All Organics] (Organic frozen vegetables , Harduf - All Organics- GreenYard, Belgium)","000233 - Organic frozen whole beans, Harduf 800 grams [GreenYard, Belgium][Harduf - All Organics]__10/12/2024","000233 - Organic frozen whole beans, Harduf 800 grams [GreenYard, Belgium][Harduf - All Organics]",,Euro,,OPEN ACCOUNT,0.000,,"Greenyard is a global market leader in fresh, frozen, and prepared fruits and vegetables, as well as flowers and plants. With a vision to make lives healthier by helping people enjoy fruits and vegetables at any moment in an easy, fast, and pleasurable way, Greenyard fosters nature and sustainability. The company operates in 25 countries, employing over 9,000 people, and serves major retailers worldwide.

Product Categories:

Fresh Produce: A comprehensive range of fresh fruits and vegetables sourced from a worldwide network of growers, ensuring high quality and year-round availability.

Frozen Products: Freshly harvested vegetables and fruits processed into frozen food products that are easy to store and prepare, preserving their taste and nutritional value. Offerings include vegetables, vegetable mixes, purees, fruits, organic products, herbs, pasta, rice, soups, smoothies, sauces, and ready-made meals. 
GREENYARD FRUITS & VEGGIES

Prepared Products: Convenient options such as preserved fruits and vegetables, ready-to-eat soups, sauces, dips, and pasta dishes, catering to the needs of modern consumers seeking quick and healthy meal solutions.

Greenyard's commitment to sustainability is evident in its efforts to source products as close as possible to consumers, reduce environmental impact, and build strong partnerships with growers worldwide. 
GREENYARD FRUITS & VEGGIE",,,"By Udi Stryk on 6 Oct, 2024 at 6:30 PM",FOB (Free On Board),"By Udi Stryk on 22 Feb, 2025","Organic frozen vegetables , Harduf - All Organics- GreenYard, Belgium",Active,http://www.greenyard.group
"000234 - Organic frozen vegetable mix, Harduf 800 grams [GreenYard, Belgium][Harduf - All Organics]",0,000234,"GreenYard, Belgium",Harduf - All Organics,Proposal stage,,"Organic frozen vegetable mix, Harduf 800 grams",,,9bf03d19ce29c8caa4c251c9f67d5175.jpg,"Organic frozen vegetables , Harduf - All Organics",800,12,,,-10,,,Yes - has Certificate,,,,7290013994790,0,0,gr.,800,Belgium,,-10,"000234 - Organic frozen vegetable mix, Harduf 800 grams [GreenYard, Belgium][Harduf - All Organics] (Organic frozen vegetables , Harduf - All Organics- GreenYard, Belgium)","000234 - Organic frozen vegetable mix, Harduf 800 grams [GreenYard, Belgium][Harduf - All Organics]__10/12/2024","000234 - Organic frozen vegetable mix, Harduf 800 grams [GreenYard, Belgium][Harduf - All Organics]",,Euro,,OPEN ACCOUNT,0.000,,"Greenyard is a global market leader in fresh, frozen, and prepared fruits and vegetables, as well as flowers and plants. With a vision to make lives healthier by helping people enjoy fruits and vegetables at any moment in an easy, fast, and pleasurable way, Greenyard fosters nature and sustainability. The company operates in 25 countries, employing over 9,000 people, and serves major retailers worldwide.

Product Categories:

Fresh Produce: A comprehensive range of fresh fruits and vegetables sourced from a worldwide network of growers, ensuring high quality and year-round availability.

Frozen Products: Freshly harvested vegetables and fruits processed into frozen food products that are easy to store and prepare, preserving their taste and nutritional value. Offerings include vegetables, vegetable mixes, purees, fruits, organic products, herbs, pasta, rice, soups, smoothies, sauces, and ready-made meals. 
GREENYARD FRUITS & VEGGIES

Prepared Products: Convenient options such as preserved fruits and vegetables, ready-to-eat soups, sauces, dips, and pasta dishes, catering to the needs of modern consumers seeking quick and healthy meal solutions.

Greenyard's commitment to sustainability is evident in its efforts to source products as close as possible to consumers, reduce environmental impact, and build strong partnerships with growers worldwide. 
GREENYARD FRUITS & VEGGIE",,,"By Udi Stryk on 6 Oct, 2024 at 6:37 PM",FOB (Free On Board),"By Udi Stryk on 22 Feb, 2025","Organic frozen vegetables , Harduf - All Organics- GreenYard, Belgium",Active,http://www.greenyard.group
"000104 - wafers no added sugar 21.5g*3 [Helwa, Netherlands][Shufersal]",0,000104,"Helwa, Netherlands",Shufersal,Proposal stage,0e5313be7a8831b8ed60f8dab3c2df10.jpg,wafers no added sugar 21.5g*3,,,7296073277941.jpg,"No-added sugar Chocolate-covered wafers, Shufersal",65,14,,,18,,,Yes - has Certificate,,,"Helwa, Netherlands ShipTo Shufersal",7296073277941,0,0,gr.,65,Netherlands,,18,"000104 - wafers no added sugar 21.5g*3 [Helwa, Netherlands][Shufersal] (No-added sugar Chocolate-covered wafers, Shufersal- Helwa, Netherlands)","000104 - wafers no added sugar 21.5g*3 [Helwa, Netherlands][Shufersal]__10/12/2024","000104 - wafers no added sugar 21.5g*3 [Helwa, Netherlands][Shufersal]",,Euro,,,0.000,,"Helwa Wafelbakkerij, founded in 1953 and located in Hallum, the Netherlands, is a family-owned company specializing in the production of high-quality wafers. With decades of expertise, Helwa has become a trusted private label producer, supplying retailers and brands worldwide. The company prides itself on its ability to customize products to meet the specific tastes, sizes, and packaging requirements of its clients, reflecting a deep commitment to versatility and customer satisfaction.

Product Range

Helwa offers an extensive assortment of wafers, categorized to cater to diverse consumer preferences:

Traditional Wafers: Classic wafers featuring time-honored recipes that deliver a familiar and beloved taste experience.

Protein Wafers: Enhanced with added protein, these wafers are designed to meet the needs of health-conscious consumers seeking nutritious snack options.

Specials: Unique and innovative wafer products that offer distinctive flavors and textures, appealing to consumers looking for something different.

Without Added Sugars: Wafers crafted without added sugars, catering to those who are mindful of their sugar intake without compromising on taste.

Vegan Wafers: Plant-based wafers suitable for vegan consumers, ensuring inclusivity in their product offerings.

Gluten-Free Wafers: Designed for individuals with gluten sensitivities or celiac disease, these wafers provide a safe and enjoyable snacking option.

Helwa's dedication to quality and innovation ensures that there is a wafer to satisfy every preference.",,,"By Udi Stryk on 1 Oct, 2024 at 2:32 PM",FOB (Free On Board),"By Udi Stryk on 22 Feb, 2025","No-added sugar Chocolate-covered wafers, Shufersal- Helwa, Netherlands",Active,http://www.helwa-wafers.com
"000105 - No added sugar, 150 gr. Chocolate wafer [Helwa, Netherlands][Shufersal]",0,000105,"Helwa, Netherlands",Shufersal,Proposal stage,convert.jpg,"No added sugar, 150 gr. Chocolate wafer",,,7296073626480.jpg,"No-added sugar Chocolate-covered wafers, Shufersal",150,22,,,18,,,Yes - has Certificate,,,"Helwa, Netherlands ShipTo Shufersal",7296073626480,0,0,gr.,150,Netherlands,,18,"000105 - No added sugar, 150 gr. Chocolate wafer [Helwa, Netherlands][Shufersal] (No-added sugar Chocolate-covered wafers, Shufersal- Helwa, Netherlands)","000105 - No added sugar, 150 gr. Chocolate wafer [Helwa, Netherlands][Shufersal]__10/12/2024","000105 - No added sugar, 150 gr. Chocolate wafer [Helwa, Netherlands][Shufersal]",,Euro,,,0.000,,"Helwa Wafelbakkerij, founded in 1953 and located in Hallum, the Netherlands, is a family-owned company specializing in the production of high-quality wafers. With decades of expertise, Helwa has become a trusted private label producer, supplying retailers and brands worldwide. The company prides itself on its ability to customize products to meet the specific tastes, sizes, and packaging requirements of its clients, reflecting a deep commitment to versatility and customer satisfaction.

Product Range

Helwa offers an extensive assortment of wafers, categorized to cater to diverse consumer preferences:

Traditional Wafers: Classic wafers featuring time-honored recipes that deliver a familiar and beloved taste experience.

Protein Wafers: Enhanced with added protein, these wafers are designed to meet the needs of health-conscious consumers seeking nutritious snack options.

Specials: Unique and innovative wafer products that offer distinctive flavors and textures, appealing to consumers looking for something different.

Without Added Sugars: Wafers crafted without added sugars, catering to those who are mindful of their sugar intake without compromising on taste.

Vegan Wafers: Plant-based wafers suitable for vegan consumers, ensuring inclusivity in their product offerings.

Gluten-Free Wafers: Designed for individuals with gluten sensitivities or celiac disease, these wafers provide a safe and enjoyable snacking option.

Helwa's dedication to quality and innovation ensures that there is a wafer to satisfy every preference.",,,"By Udi Stryk on 1 Oct, 2024 at 2:33 PM",FOB (Free On Board),"By Udi Stryk on 22 Feb, 2025","No-added sugar Chocolate-covered wafers, Shufersal- Helwa, Netherlands",Active,http://www.helwa-wafers.com
"000326 - wafers gluten free 21.5g*3 [Helwa, Netherlands][Shufersal]",0,000326,"Helwa, Netherlands",Shufersal,Proposal stage,,wafers gluten free 21.5g*3,,0.662,7296073277903.jpg,"No-added sugar Chocolate-covered wafers, Shufersal",65,14,,,18,,,Yes - has Certificate,,,,,0,0,gr.,65,Netherlands,,18,,"000326 - wafers gluten free 21.5g*3 [Helwa, Netherlands][Shufersal]__29/12/2024","000326 - wafers gluten free 21.5g*3 [Helwa, Netherlands][Shufersal]",,Euro,,,9.268,7296073277903,"Helwa Wafelbakkerij, founded in 1953 and located in Hallum, the Netherlands, is a family-owned company specializing in the production of high-quality wafers. With decades of expertise, Helwa has become a trusted private label producer, supplying retailers and brands worldwide. The company prides itself on its ability to customize products to meet the specific tastes, sizes, and packaging requirements of its clients, reflecting a deep commitment to versatility and customer satisfaction.

Product Range

Helwa offers an extensive assortment of wafers, categorized to cater to diverse consumer preferences:

Traditional Wafers: Classic wafers featuring time-honored recipes that deliver a familiar and beloved taste experience.

Protein Wafers: Enhanced with added protein, these wafers are designed to meet the needs of health-conscious consumers seeking nutritious snack options.

Specials: Unique and innovative wafer products that offer distinctive flavors and textures, appealing to consumers looking for something different.

Without Added Sugars: Wafers crafted without added sugars, catering to those who are mindful of their sugar intake without compromising on taste.

Vegan Wafers: Plant-based wafers suitable for vegan consumers, ensuring inclusivity in their product offerings.

Gluten-Free Wafers: Designed for individuals with gluten sensitivities or celiac disease, these wafers provide a safe and enjoyable snacking option.

Helwa's dedication to quality and innovation ensures that there is a wafer to satisfy every preference.",0.662,,"By Operation Manager on 29 Dec, 2024 at 12:30 PM",FOB (Free On Board),"By Udi Stryk on 22 Feb, 2025",,Active,http://www.helwa-wafers.com
"000089 - Dark Chocolate 72% Sugar-Free [Icam, Italy][Shufersal]",0,000089,"Icam, Italy",Shufersal,Proposal stage,chocolate-icam-cioccolatto-dark-72-cacao-100g-chocolate-icam-cioccolatto-dark-72-cacao-100g.jpg,Dark Chocolate 72% Sugar-Free,,1.168,7296073295662.jpg,"Chocolate Tablets, 100Gr. Sugar-Free, Shufersal",100,15,,,18,,,Yes - has Certificate,,,"Icam, Italy ShipTo Shufersal",7296073295662,0,0,gr.,100,Italy,,18,"000089 - Dark Chocolate 72% Sugar-Free [Icam, Italy][Shufersal] (Chocolate Tablets, 100Gr. Sugar-Free, Shufersal- Icam, Italy)","000089 - Dark Chocolate 72% Sugar-Free [Icam, Italy][Shufersal]__10/12/2024","000089 - Dark Chocolate 72% Sugar-Free [Icam, Italy][Shufersal]",,Euro,,,17.52,,"ICAM Cioccolato is an Italian company with over 75 years of experience in the chocolate industry. The company manages the entire production chain, from cocoa bean cultivation to the final chocolate product, ensuring high-quality standards and sustainability. ICAM is committed to socio-economic development and environmental protection in cocoa-origin countries, providing training programs to farmers and promoting sustainable agricultural practices. This approach not only enhances the quality of their cocoa but also improves the living conditions of local communities.

Product Range

ICAM offers a wide array of chocolate products, catering to various market segments:

ICAM Professional: A line dedicated to professionals in pastry, chocolate, and gelato sectors, offering high-performance products suitable for diverse applications.

Agostoni: A premium brand that includes selections such as Grand Cru, Single-Origin, and Organic chocolates, each crafted to highlight unique and precious aromatic profiles from specific cocoa-growing regions.

Vanini: A premium chocolate brand made with the finest cocoa from carefully selected plantations, producing refined pralines, gianduiotti, and single-origin chocolate bars.

ICAM's comprehensive product range reflects its passion for quality chocolate and its commitment to sustainability and innovation.",1.168,,"By Udi Stryk on 1 Oct, 2024 at 11:37 AM",FCA (Free Carrier),"By Udi Stryk on 22 Feb, 2025","Chocolate Tablets, 100Gr. Sugar-Free, Shufersal- Icam, Italy",Active,http://www.icamcioccolato.com
"000090 - Milk Chocolate 32% Sugar-Free with Hazelnuts [Icam, Italy][Shufersal]",0,000090,"Icam, Italy",Shufersal,Proposal stage,20231130064913.-283x283.jpg,Milk Chocolate 32% Sugar-Free with Hazelnuts,"Cookies, biscuits & other sweet snacks, Chocolate ,Chocolate bars,Dark Chocolate BarsMilk Chocolate Bars",1.463,7296073295679.jpg,"Chocolate Tablets, 100Gr. Sugar-Free, Shufersal",100,15,,,18,,,Yes - has Certificate,,,"Icam, Italy ShipTo Shufersal",7296073295679,0,0,gr.,100,Italy,,18,"000090 - Milk Chocolate 32% Sugar-Free with Hazelnuts [Icam, Italy][Shufersal] (Chocolate Tablets, 100Gr. Sugar-Free, Shufersal- Icam, Italy)","000090 - Milk Chocolate 32% Sugar-Free with Hazelnuts [Icam, Italy][Shufersal]__10/12/2024","000090 - Milk Chocolate 32% Sugar-Free with Hazelnuts [Icam, Italy][Shufersal]",,Euro,,,21.945,,"ICAM Cioccolato is an Italian company with over 75 years of experience in the chocolate industry. The company manages the entire production chain, from cocoa bean cultivation to the final chocolate product, ensuring high-quality standards and sustainability. ICAM is committed to socio-economic development and environmental protection in cocoa-origin countries, providing training programs to farmers and promoting sustainable agricultural practices. This approach not only enhances the quality of their cocoa but also improves the living conditions of local communities.

Product Range

ICAM offers a wide array of chocolate products, catering to various market segments:

ICAM Professional: A line dedicated to professionals in pastry, chocolate, and gelato sectors, offering high-performance products suitable for diverse applications.

Agostoni: A premium brand that includes selections such as Grand Cru, Single-Origin, and Organic chocolates, each crafted to highlight unique and precious aromatic profiles from specific cocoa-growing regions.

Vanini: A premium chocolate brand made with the finest cocoa from carefully selected plantations, producing refined pralines, gianduiotti, and single-origin chocolate bars.

ICAM's comprehensive product range reflects its passion for quality chocolate and its commitment to sustainability and innovation.",1.463,,"By Udi Stryk on 1 Oct, 2024 at 11:50 AM",FCA (Free Carrier),"By Operation Manager on 2 Mar, 2025","Chocolate Tablets, 100Gr. Sugar-Free, Shufersal- Icam, Italy",Active,http://www.icamcioccolato.com
"000091 - Milk Chocolate 32% Sugar-Free [Icam, Italy][Shufersal]",0,000091,"Icam, Italy",Shufersal,Proposal stage,8006070072055.jpg,Milk Chocolate 32% Sugar-Free,,1.115,7296073295655.jpg,"Chocolate Tablets, 100Gr. Sugar-Free, Shufersal",100,15,,,18,,,Yes - has Certificate,,,"Icam, Italy ShipTo Shufersal",7296073295655,0,0,gr.,100,Italy,,18,"000091 - Milk Chocolate 32% Sugar-Free [Icam, Italy][Shufersal] (Chocolate Tablets, 100Gr. Sugar-Free, Shufersal- Icam, Italy)","000091 - Milk Chocolate 32% Sugar-Free [Icam, Italy][Shufersal]__10/12/2024","000091 - Milk Chocolate 32% Sugar-Free [Icam, Italy][Shufersal]",,Euro,,,16.725,,"ICAM Cioccolato is an Italian company with over 75 years of experience in the chocolate industry. The company manages the entire production chain, from cocoa bean cultivation to the final chocolate product, ensuring high-quality standards and sustainability. ICAM is committed to socio-economic development and environmental protection in cocoa-origin countries, providing training programs to farmers and promoting sustainable agricultural practices. This approach not only enhances the quality of their cocoa but also improves the living conditions of local communities.

Product Range

ICAM offers a wide array of chocolate products, catering to various market segments:

ICAM Professional: A line dedicated to professionals in pastry, chocolate, and gelato sectors, offering high-performance products suitable for diverse applications.

Agostoni: A premium brand that includes selections such as Grand Cru, Single-Origin, and Organic chocolates, each crafted to highlight unique and precious aromatic profiles from specific cocoa-growing regions.

Vanini: A premium chocolate brand made with the finest cocoa from carefully selected plantations, producing refined pralines, gianduiotti, and single-origin chocolate bars.

ICAM's comprehensive product range reflects its passion for quality chocolate and its commitment to sustainability and innovation.",1.115,,"By Udi Stryk on 1 Oct, 2024 at 11:54 AM",FCA (Free Carrier),"By Udi Stryk on 22 Feb, 2025","Chocolate Tablets, 100Gr. Sugar-Free, Shufersal- Icam, Italy",Active,http://www.icamcioccolato.com
"000238 - Sunny Fruit organic apricots 250g [K.F.C. GIDA A.Ş., Turkey][]",0,000238,"K.F.C. GIDA A.Ş., Turkey",,Proposal stage,,Sunny Fruit organic apricots 250g,,,Sunny%20Fruit%20organic%20apricots%20250g%20842515006722%20p%20950%20usa-500x500.jpg,,800,,,,-10,,,Yes - has Certificate,,,,842515006722,0,0,gr.,800,Turkey,,-10,,"000238 - Sunny Fruit organic apricots 250g [K.F.C. GIDA A.Ş., Turkey][]__10/12/2024","000238 - Sunny Fruit organic apricots 250g [K.F.C. GIDA A.Ş., Turkey][]"," Istanbul, Turkey.",Euro,,,,,"KFC GIDA is a Turkish company specializing in the production and distribution of dried fruits and related snack products. Committed to delivering high-quality and natural products, the company emphasizes the importance of nature's gifts, such as apricots and grapes, in their offerings. KFC GIDA continually expands its product range to include new dried tropical fruits like bananas, mangoes, and kiwis, catering to diverse consumer preferences. The company's dedication to quality is evident in its careful selection and processing of fruits, ensuring that customers receive nutritious and flavorful snacks. By focusing on sustainability and innovation, KFC GIDA maintains its position as a trusted provider of dried fruit products in the Turkish market.

Product Categories:

Dried Fruits:

Apricots: Sun-dried apricots retaining natural sweetness and nutrients.
Grapes: Dried grapes offering a healthy and convenient snacking option.
Tropical Fruits:
Bananas: Naturally sweet dried banana slices.
Mangoes: Exotic dried mango pieces with a tangy flavor.
Kiwis: Unique and zesty dried kiwi slices.
Fruit and Nut Snacks:

Assorted Mixes: Combinations of dried fruits and nuts for a balanced snack.
Energy Bites: Blends designed to provide a quick energy boost.
Pickled Peppers & Tomatoes:

Pickled Peppers: Preserved peppers with a tangy taste.
Sun-Dried Tomatoes: Flavorful tomatoes dried under the sun and preserved.
Each product is crafted to meet the highest standards of taste and quality, reflecting KFC GIDA's commitment to excellence.",,,"By Udi Stryk on 6 Oct, 2024 at 6:58 PM",,"By Udi Stryk on 22 Feb, 2025",,Non - Active,https://www.kfc.com.tr/
"000275 - 5L Sunflower oil [Kadoogu Yag san ve Tic As, Turkey][Shufersal]",0,000275,"Kadoogu Yag san ve Tic As, Turkey",Shufersal,Proposal stage,"CFR ASHDOD SHUFERSAL 2.pdf, 5-L-Round-Pet-Bottle.jpg",5L Sunflower oil,"Pantry Staples, Oils and Vinegars,Cooking Oils,Sunflower Oil, Pantry Staples, Oils and Vinegars,Cooking Oils,Olive oil",5.35,,"1 L & 5L Sunflower oil, Shufersal",1,4,,,20,,2712,,20,40,,,10848,0,Litter,15,Turkey,2,10,,"000275 - 5L Sunflower oil [Kadoogu Yag san ve Tic As, Turkey][Shufersal]__10/12/2024","000275 - 5L Sunflower oil [Kadoogu Yag san ve Tic As, Turkey][Shufersal]",Mersin,USD,,,21.4,,"Kadooğlu Yağ San. ve Tic. A.Ş., established in 2007 under the umbrella of Kadooğlu Holding, is a prominent Turkish company specializing in the production of high-quality edible oils and margarines. Starting with a refining capacity of 650 tons per day and a filling capacity of 1,000 tons per day, the company has significantly expanded its operations through continuous investments. Today, Kadooğlu Yağ exports its products to over 75 countries under various brands, including Bizce, Mutfakların Şefi, Mayra, Brinto, Azime, and Elianto. The company's product portfolio encompasses sunflower oil, corn oil, cottonseed oil, blended oils, and margarines, all produced with meticulous care by a dynamic and skilled team. In 2014, the completion of a margarine facility with a production capacity of 200 tons per day marked the successful addition of solid fats to their offerings, catering to both domestic and international markets. Kadooğlu Yağ is recognized among the top 20 exporters in the Turkish food sector and stands as one of the largest vegetable oil manufacturers in the Middle East, committed to delivering delicious and healthy products to its consumers and partners. 
KADOOĞLU OIL

Product Categories and Descriptions:

Sunflower Oil: High-quality oil extracted from sunflower seeds, suitable for various culinary applications.

Corn Oil: Light and versatile oil derived from corn kernels, ideal for frying and baking.

Vegetable Ghee: A type of clarified butter made from vegetable oils, used in cooking and baking for its rich flavor.

Industrial Oils:

Frying Oil: Specially formulated for deep-frying, offering high heat stability and extended shelf life.
Oil for Baklava: Tailored for use in traditional pastries like baklava, providing the desired texture and taste.
These products are marketed under several brands, each catering to different market segments:

Kadoo
Bizce
Brinto
Mayra
Azime
Elianto
Mutfakların Şefi
Each brand offers a range of products designed to meet diverse consumer preferences and culinary needs. 
KADOOĞLU OIL",5.35,,"By Udi Stryk on 11 Oct, 2024 at 7:22 PM","CIF (Cost, Insurance, and Freight)","By Operation Manager on 24 Feb, 2025","sunflower oil in 5-liter PET bottles., ProPlus- Abalıoğlu Yağ Sanayi ve Ticaret A.Ş., Turkey",Non - Active,https://kadoogluyag.com.tr/en/home/
"000097 - TOMATO PASTA SAUCE BASE FOR BOLOGNSE [La Doria, Italy][Shufersal]",0,000097,"La Doria, Italy",Shufersal,Proposal stage,althea-sauce-bolognese-120gr.jpg,TOMATO PASTA SAUCE BASE FOR BOLOGNSE,,0.82,7296073180449.png,"Tomato based Paste sauces, 350 gr, Shufersal",350,12,,,,,,Yes - has Certificate,,,"La Doria, Italy ShipTo Shufersal",7296073180449 ,0,0,gr.,350,Italy,,,,"000097 - TOMATO PASTA SAUCE BASE FOR BOLOGNSE [La Doria, Italy][Shufersal]__10/12/2024","000097 - TOMATO PASTA SAUCE BASE FOR BOLOGNSE [La Doria, Italy][Shufersal]",,Euro,,OPEN ACCOUNT,9.84,,"La Doria is a leading Italian food company specializing in the production of canned food products under retail brand names. The company is an international leader in the packaged foods industry, producing and selling tomato-based products, ready-made sauces, canned pulses, and fruit juices for major industry brands. La Doria's operations are grounded in the use of high-quality raw materials, a commitment to sustainability, and maintaining business competitiveness. 
GRUPPO LADORIA

Product Categories:

Tomato-Based Products:

Peeled Tomatoes: Whole tomatoes preserved in their juice.
Chopped Tomatoes: Diced tomatoes ideal for various recipes.
Tomato Purée: Smooth and rich tomato concentrate.
Cherry Tomatoes: Whole cherry tomatoes preserved for culinary use.
Ready-Made Sauces:

Tomato-Based Sauces: Traditional Italian sauces ready to use.
Pesto Sauces: Classic basil pesto and other variations.
Cream-Based Sauces: Rich and creamy sauces for pasta dishes.
Pulses, Vegetables, and Soups:

Cooked Pulses: Canned beans and legumes ready to eat.
Baked Beans: Beans in a savory tomato sauce.
Ready-Made Soups: A variety of soups for convenient meals.
Fruit Juices:

Nectars: Fruit-based beverages with a smooth texture.
100% Juices: Pure fruit juices without added sugars.
Fruit Drinks: Refreshing beverages made from various fruits.
La Doria's extensive product portfolio reflects its dedication to quality and its role as a key player in the global food industry. 
GRUPPO LADORIA",0.82,,"By Udi Stryk on 1 Oct, 2024 at 1:00 PM",FOB (Free On Board),"By Udi Stryk on 22 Feb, 2025","Tomato based Paste sauces, 350 gr, Shufersal- La Doria, Italy",Active,http://www.gruppoladoria.it
"000098 - Neapolitan sauce 350 gr [La Doria, Italy][Shufersal]",0,000098,"La Doria, Italy",Shufersal,Proposal stage,Napoletana.png,Neapolitan sauce 350 gr,,0.82,7296073529934.png,"Tomato based Paste sauces, 350 gr, Shufersal",350,12,,,,,,Yes - has Certificate,,,"La Doria, Italy ShipTo Shufersal",7296073529934,0,0,gr.,350,Italy,,,,"000098 - Neapolitan sauce 350 gr [La Doria, Italy][Shufersal]__10/12/2024","000098 - Neapolitan sauce 350 gr [La Doria, Italy][Shufersal]",,Euro,,OPEN ACCOUNT,9.84,,"La Doria is a leading Italian food company specializing in the production of canned food products under retail brand names. The company is an international leader in the packaged foods industry, producing and selling tomato-based products, ready-made sauces, canned pulses, and fruit juices for major industry brands. La Doria's operations are grounded in the use of high-quality raw materials, a commitment to sustainability, and maintaining business competitiveness. 
GRUPPO LADORIA

Product Categories:

Tomato-Based Products:

Peeled Tomatoes: Whole tomatoes preserved in their juice.
Chopped Tomatoes: Diced tomatoes ideal for various recipes.
Tomato Purée: Smooth and rich tomato concentrate.
Cherry Tomatoes: Whole cherry tomatoes preserved for culinary use.
Ready-Made Sauces:

Tomato-Based Sauces: Traditional Italian sauces ready to use.
Pesto Sauces: Classic basil pesto and other variations.
Cream-Based Sauces: Rich and creamy sauces for pasta dishes.
Pulses, Vegetables, and Soups:

Cooked Pulses: Canned beans and legumes ready to eat.
Baked Beans: Beans in a savory tomato sauce.
Ready-Made Soups: A variety of soups for convenient meals.
Fruit Juices:

Nectars: Fruit-based beverages with a smooth texture.
100% Juices: Pure fruit juices without added sugars.
Fruit Drinks: Refreshing beverages made from various fruits.
La Doria's extensive product portfolio reflects its dedication to quality and its role as a key player in the global food industry. 
GRUPPO LADORIA",0.82,,"By Udi Stryk on 1 Oct, 2024 at 1:01 PM",FOB (Free On Board),"By Udi Stryk on 22 Feb, 2025","Tomato based Paste sauces, 350 gr, Shufersal- La Doria, Italy",Active,http://www.gruppoladoria.it
"000042 - Finely Chopped Tomatoes 3x400 [La Doria, Italy][Shufersal]",0,000042,"La Doria, Italy",Shufersal,Proposal stage,La-Doria-polpa.jpg,Finely Chopped Tomatoes 3x400,,,7296073497745.webp,"Finely Chopped Tomatoes 3x400, Shufersal",1200,8,,45000,25,1900,3800,Yes - has Certificate,,,"La Doria, Italy ShipTo Shufersal",7296073497745,30400,15200,gr.,1200,Italy,1180,15,"000042 - Finely Chopped Tomatoes 3x400 [La Doria, Italy][Shufersal] (Finely Chopped Tomatoes 3x400, Shufersal- La Doria, Italy)","000042 - Finely Chopped Tomatoes 3x400 [La Doria, Italy][Shufersal]__10/12/2024","000042 - Finely Chopped Tomatoes 3x400 [La Doria, Italy][Shufersal]",,Euro,,OPEN ACCOUNT,0.000,,"La Doria is a leading Italian food company specializing in the production of canned food products under retail brand names. The company is an international leader in the packaged foods industry, producing and selling tomato-based products, ready-made sauces, canned pulses, and fruit juices for major industry brands. La Doria's operations are grounded in the use of high-quality raw materials, a commitment to sustainability, and maintaining business competitiveness. 
GRUPPO LADORIA

Product Categories:

Tomato-Based Products:

Peeled Tomatoes: Whole tomatoes preserved in their juice.
Chopped Tomatoes: Diced tomatoes ideal for various recipes.
Tomato Purée: Smooth and rich tomato concentrate.
Cherry Tomatoes: Whole cherry tomatoes preserved for culinary use.
Ready-Made Sauces:

Tomato-Based Sauces: Traditional Italian sauces ready to use.
Pesto Sauces: Classic basil pesto and other variations.
Cream-Based Sauces: Rich and creamy sauces for pasta dishes.
Pulses, Vegetables, and Soups:

Cooked Pulses: Canned beans and legumes ready to eat.
Baked Beans: Beans in a savory tomato sauce.
Ready-Made Soups: A variety of soups for convenient meals.
Fruit Juices:

Nectars: Fruit-based beverages with a smooth texture.
100% Juices: Pure fruit juices without added sugars.
Fruit Drinks: Refreshing beverages made from various fruits.
La Doria's extensive product portfolio reflects its dedication to quality and its role as a key player in the global food industry. 
GRUPPO LADORIA",,,"By Udi Stryk on 26 Sep, 2024 at 5:02 PM",FOB (Free On Board),"By Udi Stryk on 22 Feb, 2025","Finely Chopped Tomatoes 3x400, Shufersal- La Doria, Italy",Active,http://www.gruppoladoria.it
